IDLibro,Titolo,Autori,Casa_Editrice,Luogo_stampa,Anno_Pubblicazione,ISBN,Lingua,Genere,Data_Cat,Volumi,Numero
197BL23,"La grande pioggia","Bromfield Louis",Mondadori,Italia,1940,,Italiano,Narrativa,2023-03-22,Unico,197
198BL23,"La vita agra","Bianciardi Luciano",Mondadori,Novara,1987,,Italiano,Autobiografia,2023-03-22,Unico,198
199BV23,"Vento dell'est: vento dell'ovest","Buck Pearl S.","La biblioteca di Repubblica",Barcellona,2003,8496142604,Italiano,Narrativa,2023-03-22,Unico,199
200BD23,"Dimmi da quanto è partito il treno","Baldwin James",Feltrinelli,Milano,1968,,Italiano,Narrativa,2023-03-22,Unico,200
201CM23,Marcovaldo,"Calvino Italo",Mondadori,Italia,2001,880437056,Italiano,Narrativa,2023-03-22,Unico,201
202CM23,Marcovaldo,"Calvino Italo",Garzanti,Italia,1990,,Italiano,Narrativa,2023-03-22,Unico,202
203CL23,"Lezioni Americane","Calvino Italo",Mondadori,Verona,2002,880448599X,Italiano,Saggio,2023-03-22,Unico,203
204CL23,"Le cosmicomiche","Calvino Italo",Mondadori,Milano,1993,8804376295,Italiano,Fantascienza,2023-03-22,Unico,204
205CL23,"Le città invisibili","Calvino Italo",Mondadori,Verona,2002,8804425547,Italiano,Narrativa,2023-03-22,Unico,205
206CL23,"Le città invisibili","Calvino Italo",Mondadori,Italia,1993,8894425547,Italiano,Narrativa,2023-03-22,Unico,206
207CM23,"Marx e la rivoluzione","Curi Umberto","La biblioteca di Repubblica",Roma,2011,,Italiano,Filosofico,2023-03-22,Unico,207
208CC23,"Concerto barocco","Carpentier Alejo","Giulio Einaudi Editore",Torino,1991,8806121774,Italiano,Narrativa,2023-03-22,Unico,208
209CC23,"Concerto barocco","Carpentier Alejo","Giulio Einaudi Editore",Torino,1991,8806121774,Italiano,Narrativa,2023-03-22,Unico,209
210CC23,"Concerto barocco","Carpentier Alejo","Giulio Einaudi Editore",Torino,1991,8806121774,Italiano,Narrativa,2023-03-22,Unico,210
211CC23,"Colazione da Tiffany","Capote Truman","La biblioteca di Repubblica",Barcellona,2002,848130509X,Italiano,Narrativa,2023-03-22,Unico,211
212CL23,"La lingua salvata","Canetti Elias","La biblioteca di Repubblica",Barcellona,2002,8481305413,Italiano,Storico,2023-03-22,Unico,212
213CL23,"La lingua salvata","Canetti Elias","La biblioteca di Repubblica",Barcellona,2002,8481305413,Italiano,Storico,2023-03-22,Unico,213
214CI23,"Immagini dal sogno","Cankar Ivan",Marietti,"Casale Monferrato",1983,8821161633,Italiano,Narrativa,2023-03-22,Unico,214
215CI23,"Il visconte dimezzato","Calvino Italo",Garzanti,Italia,1987,8811666767,Italiano,Narrativa,2023-03-22,Unico,215
216CI23,"I libri degli altri","Calvino Italo","Giulio Einaudi Editore",Torino,1991,8806124056,Italiano,Storico,2023-04-12,Unico,216
217CI23,"I libri degli altri","Calvino Italo","Giulio Einaudi Editore",Torino,1991,8806124056,Italiano,Storico,2023-04-12,Unico,217
218CI23,"I libri degli altri","Calvino Italo","Giulio Einaudi Editore",Torino,1991,8806124056,Italiano,Storico,2023-04-12,Unico,218
219CI23,"I libri degli altri","Calvino Italo","Giulio Einaudi Editore",Torino,1991,8806124056,Italiano,Storico,2023-04-12,Unico,219
220CI23,"I libri degli altri","Calvino Italo","Giulio Einaudi Editore",Torino,1991,8806124056,Italiano,Storico,2023-04-12,Unico,220
221CI23,"I libri degli altri","Calvino Italo","Giulio Einaudi Editore",Torino,1991,8806124056,Italiano,Storico,2023-04-12,Unico,221
222CI23,"I libri degli altri","Calvino Italo","Giulio Einaudi Editore",Torino,1991,8806124056,Italiano,Storico,2023-04-12,Unico,222
223CI23,"I libri degli altri","Calvino Italo","Giulio Einaudi Editore",Torino,1991,8806124056,Italiano,Storico,2023-04-12,Unico,223
224CO23,"Orlando Furioso di Ludovico Ariosto raccontato da Italo Calvino","Calvino Italo",Mondadori,Italia,2002,8804400153,Italiano,"Raccolta di Poesia",2023-04-12,Unico,224
225CP23,Palomar,"Calvino Italo",Mondadori,Milano,1990,88043335106,Italiano,Narrativa,2023-04-12,Unico,225
226CS23,"Se una notte d'inverno un viaggiatore","Calvino Italo","La biblioteca di Repubblica",Barcellona,2002,8481304476,Italiano,Narrativa,2023-04-12,Unico,226
227CS23,"Se una notte d'inverno un viaggiatore","Calvino Italo","La biblioteca di Repubblica",Barcellona,2002,8481304476,Italiano,Narrativa,2023-04-12,Unico,227
228CL23,"La paura di Montalbano","Camilleri Andrea",Mondadori,Milano,2002,8804519614,Italiano,Giallo/Thriller,2023-04-12,Unico,228
229CU23,"Un mese con Montalbano","Camilleri Andrea","La biblioteca di Repubblica",Barcellona,2003,8496200078,Italiano,"Raccolta, Giallo/Thriller",2023-04-12,Unico,229
230CL23,"La peste","Camus Albert",Bompiani,Milano,1994,8845205665,Italiano,"Narrativa, Filosofico",2023-04-12,Unico,230
231CL23,"Lo straniero","Camus Albert",Bompiani,Milano,1987,,Italiano,"Giallo/Thriller, Narrativa, Filosofico",2023-04-12,Unico,231
232CL23,"L'uomo in rivolta","Camus Albert",Bompiani,Milano,1994,8845222055,Italiano,Saggio,2023-04-12,Unico,232
233CI23,"Il cavaliere inesistente","Calvino Italo","Giulio Einaudi Editore",,1959,,Italiano,Narrativa,2023-04-12,Unico,233
234BP23,Possessione,"Byatt Antonia S.","La biblioteca di Repubblica",Barcellona,2003,8496142027,Italiano,Sentimentale/Rosa,2023-04-12,Unico,234
235CC23,"Cosa tiene accese le stelle","Calabresi Mario",Mondadori,Milano,2011,9788894610212,Italiano,Storico,2023-04-12,Unico,235
236CS23,"Spingendo la notte più in là","Calabresi Mario",Mondadori,Italy,2009,9788804580447,Italiano,Storico,2023-04-12,Unico,236
237CL23,"L'europa degli ebrei","Calimani Riccardo",Mondadori,Italia,2002,8804510587,Italiano,Storico,2023-04-12,Unico,237
238CI23,"Il barone rampante","Calvino Italo",Mondadori,Italia,2002,8804370858,Italiano,Narrativa,2023-04-12,Unico,238
239CI23,"Il barone rampante","Calvino Italo",Mondadori,Italia,1993,8804370858,Italiano,Narrativa,2023-04-12,Unico,239
240CU23,"Un borghese piccolo piccolo","Cerami Vincenzo",Garzanti,Italia,2002,8811685443,Italiano,Narrativa,2023-04-12,Unico,240
241CP23,"Pensieri così","Cerami Vincenzo",Garzanti,Italia,2002,881166506X,Italiano,Saggio,2023-04-12,Unico,241
242CS23,"Schopenhauer Diseducatore","Ceppa Leonardo",Marietti,"Casale Monferrato",1983,882118613X,Italiano,Filosofico,2023-04-12,Unico,242
243CL23,"La mano mozza ","Cendrars Blaise",Guanda,Milano,2000,,Italiano,Storico,2023-04-12,Unico,243
244CV23,"Viaggio al termine della notte",Céline,"La biblioteca di Repubblica",Barcellona,2002,8496075788,Italiano,Narrativa,2023-04-12,Unico,244
245CL23,"La ragazza di Bube","Cassola Carlo","Giulio Einaudi Editore",,1965,,Italiano,Narrativa,2023-04-12,Unico,245
246CC23,"Colazione da Tiffany","Capote Truman","La biblioteca di Repubblica",Barcellona,2002,848130509X,Italiano,Narrativa,2023-04-12,Unico,246
247CI23,"Il fascistibile","Castelli Giulio",Bompiani,Milano,1973,,Italiano,Narrativa,2023-04-12,Unico,247
248CL23,"La vendetta di Machiavelli","Cardetti Raphael",Piemme,"Casale Monferrato",2005,,Italiano,"Giallo/Thriller, Storico",2023-04-12,Unico,248
249CL23,"L'eroe dai mille volti","Campbell Joseph",Feltrinelli,Milano,1958,,Italiano,Saggio,2023-04-12,Unico,249
250CL23,"La ragazza di Bube","Cassola Carlo",Rizzoli,Milano,1989,8817113506,Italiano,Narrativa,2023-04-12,Unico,250
251CA23,"Acqua e sale","Casiglio Nino",Rusconi,Milano,1977,,Italiano,Narrativa,2023-04-12,Unico,251
252CV23,Volario,"Cattabiani Alfredo",Mondadori,Milano,2000,,Italiano,Raccolta,2023-04-12,Unico,252
253CL23,"La strega africana","Cary Joyce","Giulio Einaudi Editore",,1952,,Italia,Narrativa,2023-04-12,Unico,253
254CM23,"Magia stregoneria superstizioni nell'occidente medievale","Cardini Franco","La Nuova Italia",Perugia,1979,,Italiano,Narrativa,2023-04-12,Unico,254
255CC23,"Com'è dolce Parigi... o no?!","Caprarica Antonio","Sperling & Kupfer",,2007,9788820042981,,Umoristico,2023-04-12,Unico,255
256CI23,"Il ballo dei sapienti","Corti Maria",Mondadori,,1966,,Italiano,Narrativa,2023-04-12,Unico,256
257CD23,"Dio ci salvi dagli inglesi... o no?!","Caprarica Antonio","Sperling & Kupfer",,2006,9788860611338,Italiano,Umoristico,2023-04-12,Unico,257
258CL23,"L'ultimo dei Mohicani","Cooper Fenimore","Varesina Grafica",Italia,1970,,Italiano,"Storico, Dramma",2023-04-12,Unico,258
259CS23,"Sulla sponda del fiume Piedra mi sono seduta e ho pianto","Coelho Paulo",Bompiani,Milano,1996,8845229041,Italiano,"Sentimentale/Rosa, Narrativa",2023-04-12,Unico,259
260CP23,Procida,"Cordelli Franco",Garzanti,Italia,1973,,Italiano,Narrativa,2023-04-12,Unico,260
261CP23,Procida,"Cordelli Franco",Garzanti,Italia,1973,,Italiano,Narrativa,2023-04-12,Unico,261
262CA23,"Amore e etichetta","Coward Noel",Garzanti,Italia,1960,,Italiano,Narrativa,2023-04-12,Unico,262
263CS23,Smemorie,"Costanzo Maurizio",Rizzoli,Milano,1984,8817730831,Italiano,Narrativa,2023-04-12,Unico,263
264CI23,"Il sorriso dell'ignoto Marinaio","Consolo Vincenzo","Giulio Einaudi Editore",Torino,1976,,Italiano,Narrativa,2023-04-12,Unico,264
265CE23,"Extraterrestri: Amici o nemici?","Colizzi Laura","Carlo Signorelli",Italia,1999,884340590X,Italiano,Narrativa,2023-04-12,Unico,265
266MB23,"Benito Cereno Billy Budd","Melville Herman",Garzanti,Italia,1982,8811580560,Italiano,Narrativa,2023-04-12,Unico,266
267DD23,"David Copperfield","Dickens Charles","Oxford University Press",china,1992,0-19-585337-7,inglese,"Fantastoria/Ucronia, Narrativa",2023-04-17,Unico,267
268DO23,"Oliver Twist","Dickens Charles","Oxford University Press",china,1992,0-19-585260-5,inglese,"Fantastoria/Ucronia, Favola, Narrativa",2023-04-17,Unico,268
269GQ23,"Quel pasticciaccio brutto de via Merula","Gadda Carlo Emilio","Garzanti Elefanti",Milano,1957,88-11-66642-2,italiano,Narrativa,2023-04-17,Unico,269
270GQ23,"Quel pasticciaccio brutto de via Merula","Gadda Carlo Emilio","La biblioteca della Repubblica",Barcellona,2002,84-8130-542-1,italiano,"Narrativa, Realistico",2023-04-17,Unico,270
271GK23,"Kelefa, la prova del pozzo","Gadji Mbacke","Edizioni dell'arco marna",Milano,2003,88-7203-229-6,italiano,Autobiografia,2023-04-17,Unico,271
272GL23,"Lo Spirito delle sabbie gialle","Gadki Mbacke","Edizioni dell'arco",Milano,1999,,italiano,"Narrativa, Autobiografia",2023-04-19,Unico,272
273GT23,Tristana,"Galdos Perez Benito ","La biblioteca di republica",Roma,1975,88-89145-20-X,italiano,"Dramma, Narrativa, Fantastoria/Ucronia",2023-04-19,Unico,273
274DT23,"The Adventures of Sherlock Holmes","Doyle Arthur Conan","Oxford University Press","Hong Kong",1992,0195852575,Inglese,Giallo/Thriller,2023-04-26,Unico,274
275CL23,"Le avventure di Pierino","Chiara Piero",Mondadori,Milano,1987,,Italiano,Narrativa,2023-04-26,Unico,275
276CU23,Utz,"Chatwin Bruce","La biblioteca di Repubblica",Barcellona,2003,8496075818,Italiano,Narrativa,2023-04-26,Unico,276
277CI23,"Il grande sonno","Chandler Raymond",Feltrinelli,Milano,1992,880781083,Italiano,Giallo/Thriller,2023-04-26,Unico,277
278CI23,"Il grande sonno","Chandler Raymond",Feltrinelli,Milano,1992,8807810832,Italiano,Giallo/Thriller,2023-04-26,Unico,278
279CL23,"La sommossa","Chabrol Jean-Pierre",Rizzoli,Milano,1968,,Italiano,Storico,2023-04-26,Unico,279
280CL23,"La caduta nel tempo","Cioran Emile","Club Degli Editori",Milano,1995,,Italiano,Filosofico,2023-04-26,Unico,280
281CD23,"Dizionario della Democrazia","Ciampi Carlo Azeglio","San Paolo",Milano,2005,,Italiano,Storico,2023-04-26,Unico,281
282CL23,"Le dimensioni del vuoto","Crepet Paolo",Feltrinelli,Milano,2001,8807815869,Italiano,Saggio,2023-04-26,Unico,282
283GT23,Tristana,"Galdos Perez Benito ",Enaudi,Torino,1991,,italiano,"Dramma, Narrativa",2023-04-26,Unico,283
284GT23,Tristana,"Galdos Perez Benito ",Enaudi,Torino,1991,,italiano,"Dramma, Narrativa, Narrativa",2023-04-26,Unico,284
285GT23,Tristana,"Galdos Perez Benito ",Einaudi,Torino,1991,,italiano,"Dramma, Narrativa",2023-04-26,Unico,285
286GL23,"La signora di ellis island","Gangemi Mimmo",Einaudi,Torino,1991,,italiano,Realistico,2023-04-26,Unico,286
287CA23,"Azzardo e conflitto","Cristante Stefano",Manni,Lecce,2001,,Italiano,"Saggio, Raccolta",2023-04-26,Unico,287
288CI23,"Il calice d'argento","Costain Thomas B.",Rizzoli,,1967,,Italiano,Storico,2023-04-26,Unico,288
289GL23,"La bella selvaggia della virginia","Garnett David",Mondadori,Milano,1937,,italiano,"Tragedia, Commedia",2023-04-26,Unico,289
290DS23,"Sherlock Holmes and the Mystery of Boscombe Pool","Doyle Arthur Conan","Penguin Readers",Inghilterra,1991,0140815120,Inglese,Giallo/Thriller,2023-04-26,Unico,290
291GU23,"Un grande avvenire dietro le spalle","Gassman Vittorio",Longanesi,Milano,1981,,italiano,Autobiografia,2023-04-26,Unico,291
292CL23,"Lord Jim","Conrad Joseph","Oxford University Press","Hong Kong",1994,019585263,Inglese,Narrativa,2023-04-26,Unico,292
293GG23,"Giordano Bruno e la scienza del rinascimento ","Gatti Hilary",Mondolibri,Milano,2001,,italiano,Filosofico,2023-04-26,Unico,293
294CM23,"Miss Marple e i tredici problemi","Christie Agatha",Mondadori,Milano,1981,,Italiano,Giallo/Thriller,2023-04-26,Unico,294
295CL23,"Le fatiche di Hercule","Christie Agatha",Mondadori,Milano,1981,,Italiano,Giallo/Thriller,2023-04-26,Unico,295
296CL23,"La domatrice","Christie Agatha",Mondadori,,1975,,Italiano,Giallo/Thriller,2023-04-26,Unico,296
297CL23,"La dama svelata e altre storie","Christie Agatha",Mondadori,Milano,1982,,Italiano,Giallo/Thriller,2023-04-26,Unico,297
298CI23,"In tre contro il delitto","Christie Agatha",Mondadori,Milano,1981,,Italiano,Giallo/Thriller,2023-04-26,Unico,298
299CI23,"In tre contro il delitto","Christie Agatha",Mondadori,Milano,1981,,Italiano,Giallo/Thriller,2023-04-26,Unico,299
300CI23,"Il segreto di Chimneys","Christie Agatha",Mondadori,Milano,1981,,Italiano,Giallo/Thriller,2023-04-26,Unico,300
301GE23,"Einstein scienza e società","Genovesi Angelo","Boroli Editore",Milano,2005,1000000758832,italiano,"Divulgazione Scientifica",2023-04-26,Unico,301
302GE23,"Einstein scienza e società","Genovesi Angelo","Boroli Editore",Milano,2005,1000000758832,italiano,"Divulgazione Scientifica",2023-04-26,Unico,302
303GE23,"Einstein scienza e società","Genovesi Angelo","Boroli Editore",Milano,2005,1000000758832,italiano,"Divulgazione Scientifica",2023-04-26,Unico,303
304GE23,"Einstein scienza e società","Genovesi Angelo","Boroli Editore",Milano,2005,1000000758832,italiano,"Divulgazione Scientifica",2023-04-26,Unico,304
305GE23,"Einstein scienza e società","Genovesi Angelo","Boroli Editore",Milano,2005,1000000758832,italiano,"Divulgazione Scientifica",2023-04-26,Unico,305
306GE23,"Einstein scienza e società","Genovesi Angelo","Boroli Editore",Milano,2005,1000000758832,italiano,"Divulgazione Scientifica",2023-04-26,Unico,306
307GE23,"Einstein scienza e società","Genovesi Angelo","Boroli Editore",Milano,2005,1000000758832,italiano,"Divulgazione Scientifica",2023-04-26,Unico,307
308CI23,"Il pericolo senza nome","Christie Agatha",Mondadori,Milano,1980,,Italiano,Giallo/Thriller,2023-04-26,Unico,308
309CI23,"Il mondo di Hercule Poirot","Christie Agatha",Mondadori,Milano,1981,,Italiano,Giallo/Thriller,2023-04-26,Unico,309
310CI23,"Il mistero di Lord Listerdale e altre storie","Christie Agatha",Mondadori,Milano,1982,,Italiano,Giallo/Thriller,2023-04-26,Unico,310
311CI23,"Il misterioso Signor Quinn","Christie Agatha",Mondadori,Milano,1982,,Italiano,Giallo/Thriller,2023-04-26,Unico,311
312CH23,"Hercule Poirot indaga","Christie Agatha",Mondadori,Milano,1981,,Italiano,Giallo/Thriller,2023-04-26,Unico,312
313GU23,"Un'occhiata alle carte di dio","Ghirardi Gian Carlo","il Saggiatore",Milano,1999,88-428-0480-0,italiano,"Saggio, Narrativa",2023-04-26,Unico,313
314CG23,"Giochi di prestigio","Christie Agatha",Mondadori,,1976,,Italiano,Giallo/Thriller,2023-04-26,Unico,314
315CE23,"E' un problema","Christie Agatha",Mondadori,Milano,1980,,Italiano,Giallo/Thriller,2023-04-26,Unico,315
316GN23,"Nel blu dipinto di blu","Giannini Maurizio","Edizioni Medusa",Napoli,1998,,italiano,Fantastoria/Ucronia,2023-04-26,Unico,316
317CE23,"E' troppo facile","Christie Agatha",Mondadori,Milano,1988,,Italiano,Giallo/Thriller,2023-04-26,Unico,317
318CD23,"Dieci piccoli indiani... E non rimase nessuno","Christie Agatha",Mondadori,Italia,2022,9788804616986,Italiano,Giallo/Thriller,2023-04-26,Unico,318
319GL23,"La soffitta","Gianturco Vincenzo",T.E.M.P.,Napoli,1969,,italiano,"Divulgazione Scientifica",2023-04-26,Unico,319
320CA23,"Appuntamento con la paura","Christie Agatha",Mondadori,Milano,1981,,Italiano,Giallo/Thriller,2023-04-26,Unico,320
321CL23,"La spada e il calice","Cornwell Bernard",Longanesi,Milano,2004,8830421596,Italiano,Storico,2023-04-26,Unico,321
322GL23,"Luce Virtuale","Gibson William ",Mondadori,Milano,1996,,italiano,"Fantascienza, Narrativa, Distopia",2023-04-26,Unico,322
323CL23,"La voce degli uomini freddi","Corona Mauro",Mondadori,Milano,2013,9788804633778,Italiano,Narrativa,2023-04-26,Unico,323
324GA23,"Altri casi per Petra Delicado","Gimenez-Bartlett Alicia",Sellerio,Palermo,2009,88-389-2434-1,italiano,Commedia,2023-04-26,Unico,324
325CL23,"La linea d'ombra","Conrad Joseph",Mondadori,Milano,1997,,Italiano,Narrativa,2023-04-26,Unico,325
326GJ23,"Jukebox all'idrogeno","Ginsberg Allen",Mondadori,Milano,1979,,italiano,"Raccolta di Poesia",2023-04-26,Unico,326
327CL23,"La linea d'ombra","Conrad Joseph","La biblioteca di Repubblica",Barcellona,2002,8481304778,Italiano,Narrativa,2023-04-26,Unico,327
328CL23,"La linea d'ombra","Conrad Joseph","La biblioteca di Repubblica",Barcellona,2002,8481304778,Italiano,Narrativa,2023-04-26,Unico,328
329CC23,"Cuore di tenebra","Conrad Joseph",Garzanti,Italia,1990,8811584124,Italiano,Narrativa,2023-04-26,Unico,329
330GN23,"Nessuna isola è un isola","Ginzburg Carlo",Feltrinelli,,2002,88-07-10335-4,italiano,"Narrativa, Realistico",2023-04-26,Unico,330
331CC23,"Cuore di tenebra","Conrad Joseph","Newton & Compton",Milano,1992,887983214X,Italiano,Narrativa,2023-04-26,Unico,331
332GL23,"Lessico familiare","Ginzburg Natalia","La biblioteca di Repubblica",Torino,1975,84-96142-43-4,italiano,Autobiografia,2023-04-26,Unico,332
333GL23,"Lessico familiare","Ginzburg Natalia","La biblioteca di Repubblica",Torino,1975,84-96142-43-4,italiano,Autobiografia,2023-04-26,Unico,333
334CV23,Vergogna,"Coetzee J.M.","La biblioteca di Repubblica",Barcellona,2003,8496142582,Italiano,Narrativa,2023-04-26,Unico,334
335GI23,"I dolori del giovane Werther","Goethe J. Wolfgang (I dolori del giovane Werther)",Bompiani,Milano,1987,,italiano,"Narrativa, Autobiografia",2023-04-26,Unico,335
336CP23,"Predoni... Padroni planetari","Cianciarelli Francesco","Due Emme",Cosenza,1998,,Italiano,Narrativa,2023-04-26,Unico,336
337CU23,"Un cavallo per la strega","Christie Agatha",Mondadori,Milano,1962,,Italiano,Giallo/Thriller,2023-04-26,Unico,337
338GL23,"Le affinità elettive","Goethe J. Wolfgang ",Rizzoli,Milano,1978,,italiano,"Narrativa, Realistico",2023-04-26,Unico,338
339GR23,"Racconti di Pietroburgo",Gogol',Mondadori,Milano,1986,88-04-28435-8,italiano,Narrativa,2023-04-26,Unico,339
340FL23,"La morte di Artemio Cruz","Fuentes Carlos",Feltrinelli,Milano,1966,,Italiano,Storico,2023-04-26,Unico,340
341CT23,"Tre topolini ciechi e altre storie","Christie Agatha",Mondadori,Milano,1981,,Italiano,Giallo/Thriller,2023-04-26,Unico,341
342GI23,"Il signore delle mosche","Golding William ","La biblioteca di Repubblica",Milano,2002,84-8130-470-0,italiano,Narrativa,2023-04-26,Unico,342
343CT23,"Tommy e Tuppence: In due s'indaga meglio","Christie Agatha",Mondadori,Milano,1982,,Italiano,Giallo/Thriller,2023-04-26,Unico,343
344GS23,"Storia di mio figlio","Gordimer Nadine ",Feltrinelli,Milano,1991,,italiano,Autobiografia,2023-04-26,Unico,344
345CT23,"Testimone d'accusa e altre storie","Christie Agatha",Mondadori,Milano,1981,,Italiano,Giallo/Thriller,2023-04-26,Unico,345
346CQ23,"Quattro casi per Hercule Poirot","Christie Agatha",Mondadori,Milano,1981,,Italiano,Giallo/Thriller,2023-04-26,Unico,346
347GN23,"Nessuno al mio fianco","Gordimer Nadine","La biblioteca di Repubblica",Milano,2003,84-96200-96-5,italiano,"Sentimentale/Rosa, Narrativa",2023-04-26,Unico,347
348CP23,"Perché non l'hanno chiesto a Evans?","Christie Agatha",Mondadori,Milano,1979,,Italiano,Giallo/Thriller,2023-04-26,Unico,348
349CP23,"Parker Pyne Indaga","Christie Agatha",Mondadori,Milano,1982,,Italiano,Giallo/Thriller,2023-04-26,Unico,349
350CM23,"Miss Marple al Bertram Hotel","Christie Agatha",Mondadori,Milano,1961,,Italiano,Giallo/Thriller,2023-04-26,Unico,350
351CM23,"Miss Marple al Bertram Hotel","Christie Agatha",Mondadori,Milano,1987,,Italiano,Giallo/Thriller,2023-04-26,Unico,351
352GL23,"La vita ingenua","Gorresio Vittorio",Rizzoli,Milano,1980,,italiano,"Narrativa, Sentimentale/Rosa",2023-04-26,Unico,352
353GL23,L'isola,"Goytisolo Juan",Einaudi,Torino,1964,,italiano,"Narrativa, Avventura",2023-04-26,Unico,353
354GL23,"La risacca","Goytisolo Juan",Feltrinelli,Milano,1961,,italiano,Narrativa,2023-04-26,Unico,354
355GL23,"Le sue idee del nostro tempo",Gramsci,l'unità,Milano,2002,,italiano,Narrativa,2023-04-26,Unico,355
356GI23,"Il tamputo di latta","Grass Günter","La biblioteca di Repubblica",Milano,2003,84-96075-83,italiano,Realistico,2023-04-26,Unico,356
357GC23,"Contro il racket","Grasso Tano",Latenza,Torino,1992,88-420-4110-6,italiano,Narrativa,2023-04-26,Unico,357
358GP23,Passioni,"Green Henry",Einaudi,Torino,1990,88-06-11761-0,italiano,Narrativa,2023-04-26,Unico,358
359GI23,"I naufraghi",Greene,Bompiani,Roma,1985,,italiano,"Narrativa, Avventura",2023-04-26,Unico,359
360GP23,"Presto che è tardi","Greggio Ezio",Mondadori,Milano,1995,88-04-41947-4,italiano,Autobiografia,2023-04-26,Unico,360
361GL23,"La fabbrica degli angeli","Gregson Jessica ",Garzanti,Milano,2008,,italiano,"Sentimentale/Rosa, Narrativa",2023-04-26,Unico,361
362GS23,"Socialismo e Democrazia","Gruppi Luciano","Edizioni del CAlenzario",Milano,1972,,italiano,Storico,2023-04-26,Unico,362
363GI23,"Il crollo dell'impero sovietico","Guerra Adriano","Editori Riuniti",Milano,1996,88-359-4038-9,italiano,Storico,2023-04-26,Unico,363
364GB23,"Belli de Roma","Guerra Matteo",Youcanprint,Milano,2014,,italiano,"Raccolta di Poesia",2023-04-26,Unico,364
365GL23,"Le cinque equazioni che hanno cambiato il mondo","Guillen Michael",Longanesi,Milano,1997,88-3021413-1,italiano,"Divulgazione Scientifica",2023-04-26,Unico,365
366GL23,"La libertà","Geymonat Ludovico ",Rusconi,Milano,1988,,italiano,Filosofico,2023-04-26,Unico,366
367ML23,"La mandragola","Machiavelli Niccolò","Tascabili La spiga",Milano,1996,8871009061,Italiano,Commedia,2023-04-26,Unico,367
368MI23,"Il viaggiatore notturno","Maggiani Maurizio ",Feltrinelli,Milano,2005,8807016664,Italiano,Narrativa,2023-04-26,Unico,368
369MM23,Microcosmi,"Magris Claudio",Garzanti,Italia,1997,8811662583,Italiano,Narrativa,2023-04-26,Unico,369
370ML23,"L'anello di Clarisse","Magris Claudio","Einaudi tascabili",Torino,1999,8806153358,Italiano,Narrativa,2023-04-26,Unico,370
371MI23,"Il ladro e i cani ","Mahfuz Nagib ","La biblioteca di Repubblica",Milano,2003,30903,Italiano,Narrativa,2023-04-26,Unico,371
372MK23,Kaputt,"Malaparte Curzio","Vallecchi editore",Firenze,1964,,Italiano,"Narrativa, Autobiografia",2023-04-26,Unico,372
373ML23,"La pelle","Malaparte Curzio","La biblioteca di Repubblica",Milano,2003,8497890922,Italiano,"Narrativa, Storico",2023-04-26,Unico,373
374ME23,"Enrico Fermi in America","Maltese Giulio",Zanichelli,Bologna,2007,8808077276,Italiano,Autobiografia,2023-04-26,Unico,374
