IDLibro,Titolo,Autori,Casa_Editrice,Luogo_stampa,Anno_Pubblicazione,ISBN,Lingua,Genere,Data_Cat,Volumi,Numero
375ML23,"L'ultima legione","Manfredi Valerio Massimo","Oscar mondadori",Milano,2003,880452118X,Italiano,Storico,2023-04-26,Unico,375
376ML23,"Lo scudo di Talos ","Manfredi Valerio Massimo","Oscar mondadori",Milano,1988,8804333715,Italiano,Narrativa,2023-04-26,Unico,376
377MI23,"Il faraone delle sabbie","Manfredi Valerio Massimo","Oscar mondadori",Milano,1999,8804470801,Italiano,"Storico, Narrativa",2023-04-26,Unico,377
378MP23,Palladion,"Manfredi Valerio Massimo","Oscar mondadori",Milano,1999,8804350059,Italiano,"Narrativa, Giallo/Thriller",2023-04-26,Unico,378
379MP23,Palladion,"Manfredi Valerio Massimo","Mondadori editore",Milano,1985,,Italiano,"Narrativa, Giallo/Thriller",2023-04-26,Unico,379
380MI23,"I buddenbrook","Mann Thomas","Oscar mondadori",Milano,1993,880449381X,Italiano,Narrativa,2023-04-26,Unico,380
381ML23,"La montagna incantata","Mann Thomas",Corbaccio,Milano,1992,,Italiano,Narrativa,2023-04-26,2°,381
382ML23,"La morte a Venezia","Mann Thomas","La biblioteca di Repubblica",Roma,2002,8481305383,Italiano,Narrativa,2023-04-26,Unico,382
383ML23,"La morte a Venezia","Mann Thomas","La biblioteca di Repubblica",Roma,2002,8481305383,Italiano,Narrativa,2023-04-26,Unico,383
384NC23,"Così educo in Italia mio figlio Mohammed","N'Diaye Fatou","Bandecchi & Vivaldi",,2008,,Italiano,Narrativa,2023-05-10,Unico,384
385NL23,Lolita,"Nabokov Vladimir","La biblioteca di Repubblica",Barcellona,2002,8481304824,Italiano,"Narrativa, Dramma",2023-05-10,Unico,385
386NL23,Lolita,"Nabokov Vladimir","La biblioteca di Repubblica",Barcellona,2002,8481304824,Italiano,"Narrativa, Dramma, Dramma",2023-05-10,Unico,386
387NL23,Lolita,"Nabokov Vladimir","La biblioteca di Repubblica",Barcellona,2002,8481304824,Italiano,"Narrativa, Dramma, Dramma, Dramma",2023-05-10,Unico,387
388NL23,"La scoperta della lentezza","Nadolny Sten",Garzanti,Italia,1985,8811667801,Italiano,Narrativa,2023-05-10,Unico,388
389NA23,"Archimede. Il primo genio universale","Napolitani Pier Daniele, Giorello Giulio","La biblioteca di Repubblica",Ariccia,2012,,Italiano,"Divulgazione Scientifica",2023-05-10,Unico,389
390NE23,"Ecce homo",Nietzsche,"Newton & Compton",Roma,1978,8879830546,Italiano,Autobiografia,2023-05-10,Unico,390
391NI23,"Il ballo","Némirovsky Iréne","Newton & Compton",Roma,2013,9788854151451,Italiano,Narrativa,2023-05-10,Unico,391
392NA23,"Alla scoperta della moneta","Nitsche Roland",Rizzoli,Milano,1970,,Italiano,"Divulgazione Scientifica",2023-05-10,Unico,392
393NL23,"La cospirazione","Nizan Paul",Mondadori,,1961,,Italiano,Narrativa,2023-05-10,Unico,393
394KI23,"Il processo","Kafka Franz ","La biblioteca di Repubblica",Roma,2002,84-8130-540-5,italiano,Narrativa,2023-05-16,Unico,394
395KI23,"Il processo","Kafka Franz ","La biblioteca di Repubblica",Roma,2002,84-8130-540-5,italiano,Narrativa,2023-05-16,Unico,395
396KT23,"Tutti i romanzi e i racconti","Kafka Franz ",Newton,Roma,1991,,italiano,Narrativa,2023-05-16,Unico,396
397KL23,"L'ultima tentazione","Kazantzakis Nikos",Frasanelli,Milano,1987,,italiano,Storico,2023-05-16,Unico,397
398Kv23,"vite dei papi","Kelly N. D. John",Piemme,"Casal Monferrato",1989,88-384-2290-7,italiano,Storico,2023-05-16,Unico,398
399KL23,"La lista","Keneally Thomas",Frasanelli,Milano,1985,,italiano,"Storico, Narrativa",2023-05-16,Unico,399
400KI23,"I Vagabondi del dharma","Kerouac Jack ",Mondadori,Milano,1975,,italiano,Narrativa,2023-05-16,Unico,400
401KS23,"Sulla strada","Kerouac Jack","La biblioteca di Repubblica",Milano,2002,84-8130-469-7,italiano,"Narrativa, Autobiografia",2023-05-16,Unico,401
402KS23,"Sulla strada","Kerouac Jack","La biblioteca di Repubblica",Milano,2002,84-8130-469-7,italiano,"Narrativa, Autobiografia, Autobiografia",2023-05-16,Unico,402
403Ke23,"essere senza destino","Kertesz Imre",Feltrinelli,Milano,2004,88-07-81776-4,italiano,Storico,2023-05-16,Unico,403
404KT23,"The jungle book","Kipling Rudyard","	Oxford University Press",Usa,1994,0-19-585293-1,inglese,Favola,2023-05-16,Unico,404
405KT23,"The room in the tower","Kipling Rudyard(","Penguin Readers",Londra,1995,0-14-081524-4,inglese,"Giallo/Thriller, Horror",2023-05-16,Unico,405
406Kb23,"buio a mezzogiorno","Koestler Arthur",Mondadori,Milano,1987,,italiano,"Narrativa, Distopia",2023-05-16,Unico,406
407Kb23,"buio a mezzogiorno","Koestler Arthur","La biblioteca di Repubblica",Milano,1975,84-9789-093-0,italiano,"Storia Locale, Distopia",2023-05-16,Unico,407
408KL23,"Le squillo","Koestler Arthur",Rizzoli,Milano,1975,,italiano,Narrativa,2023-05-16,Unico,408
409KI23,"Il dissenso di dominick","Kops Bernard",Einaudi,Torino,1969,,italiano,Narrativa,2023-05-16,Unico,409
410KG23,Ginster,"Kracauer Siegfried",Marietti,"Casal Monferrato",1984,88-211-6174-9,italiano,Narrativa,2023-05-16,Unico,410
411Kl23,"la vendetta","Kristof Agota",Einaudi,Torino,2005,88-06-17323-5,italiano,Narrativa,2023-05-16,Unico,411
412KL23,"La carrozza di cremisi","Krudy Gyula",Marietti,"Casal Monferrato",1983,88-211-6168-4,italiano,Narrativa,2023-05-16,Unico,412
413KL23,"L'insostenibile leggerezza dell'essere","Kundera Milan","La biblioteca di Repubblica",Milano,2002,84-8130-499-9,italiano,"Filosofico, Sentimentale/Rosa, Realistico",2023-05-16,Unico,413
414KL23,"L'insostenibile leggerezza dell'essere","Kundera Milan","La biblioteca di Repubblica",Milano,2002,84-8130-499-9,italiano,"Filosofico, Sentimentale/Rosa, Realistico, Sentimentale/Rosa, Realistico",2023-05-16,Unico,414
415UV23,"Vita d'un uomo","Ungaretti Giuseppe","Arnoldo Mondatori Editore",Milano,2000,8804480955,Italiano,"Raccolta di Poesia",2023-05-19,Unico,415
416UT23,Trinità,"Uris Leon","Arnoldo Mondatori Editore",Milano,1976,,Italiano,Storico,2023-05-19,Unico,416
417VL23,"L'enigma dell'alfiere","Van Dine S. S.","Gruppo editoriale Newton",Roma,1993,8854101079,Italiano,"Narrativa, Giallo/Thriller",2023-05-19,Unico,417
418VL23,"L'enigma dell'alfiere","Van Dine S. S.","Gruppo editoriale Newton",Roma,1993,8854101079,Italiano,"Narrativa, Giallo/Thriller, Giallo/Thriller",2023-05-19,Unico,418
419VB23,"Belle lettere","Vassalli Sebastiano ",Einaudi,Torino,1991,8806125117,Italiano,Saggio,2023-05-19,Unico,419
420VB23,"Belle lettere","Vassalli Sebastiano ",Einaudi,Torino,1991,8806125117,Italiano,Saggio,2023-05-19,Unico,420
421VL23,"L'ultimo veliero ","Venturi Marcello ",Einaudi,Torino,1996,,Italiano,"Realistico, Avventura",2023-05-19,Unico,421
422VI23,"I malavoglia","Verga Giovanni","Oscar Mondadori",Milano,1992,880423993X,Italiano,Narrativa,2023-05-19,Unico,422
423VI23,"I malavoglia","Verga Giovanni","Oscar Mondadori",Milano,1992,880423993X,Italiano,Narrativa,2023-05-19,Unico,423
424VT23,"Tutte le novelle","Verga Giovanni","Oscar Mondadori",Milano,1992,8804228946,Italiano,"Narrativa, Storico",2023-05-19,Unico,424
425VT23,"Tutte le novelle","Verga Giovanni","Oscar Mondadori",Milano,1992,8804228946,Italiano,"Narrativa, Storico, Storico",2023-05-19,Unico,425
426MB23,"Billy Budd e altri racconti","Melville Herman","Einaudi tascabili",Torino,1992,8806128272,Italiano,Narrativa,2023-05-19,Unico,426
427VI23,"I malavoglia","Verga Giovanni","Biblioteca economica Newton ",Roma,1984,8879839829,Italiano,"Storico, Narrativa",2023-05-19,Unico,427
"428M 23"," Moby Dick","Melville Herman","Garzanti editore",Italia,1992,8811580056,Italiano,"Avventura, Narrativa",2023-05-19,Unico,428
"429M 23"," Moby Dick o la balena","Melville Herman","Frassinelli editore",Torino,1941,,Italiano,"Narrativa, Avventura",2023-05-19,Unico,429
430ML23,"La casa degli sguardi ","Mencarelli Daniele","Mondadori editore",Milano,2022,9788804724179,Italiano,"Realistico, Narrativa",2023-05-19,Unico,430
431GL23,"L'egoista ","George Meredith","Giulio Einaudi Editore",Torino,1942,,Italiano,"Dramma, Narrativa",2023-05-19,Unico,431
432MU23,"Uomini erbe salute","Messèguè Maurice","Arnoldo Mondadori editore",Parigi,1971,,Italiano,Autobiografia,2023-05-19,Unico,432
433MO23,Opere,"Metastasio Pietro","Garzanti editore",Italia,1912,8811582369,Italiano,Dramma,2023-05-19,1°,433
434MI23,"Il cinghiale","Mettler Felix","Giulio Einaudi Editore",Torino,1992,8806122347,Italiano,"Narrativa, Giallo/Thriller",2023-05-19,Unico,434
"435M 23"," Sayonara o l'amore impossibile","Michener James Albert","Mondadori-De Agostini",Novara,1986,,Italiano,Narrativa,2023-05-25,Unico,435
436MR23,"Ritorno al paradiso","Michener James Albert",Rizzoli,Milano,1955,,Italiano,Narrativa,2023-05-25,Unico,436
"437M 23"," Breve storia della musica.","Mila Massimo","Einaudi tascabili",Torino,1993,8806133810,Italiano,Saggio,2023-05-25,Unico,437
438MI23,"I giorni di Clichy ","Miller Henry","Longanesi & C",Milano,1977,,Italiano,"Narrativa, Autobiografia",2023-05-25,Unico,438
"439M 23"," Tropico del Cancro","Miller Henry","La biblioteca di Repubblica",Roma,2002,8481304794,Italiano,"Narrativa, Autobiografia",2023-05-25,Unico,439
"440M 23"," Tropico del Cancro","Miller Henry","La biblioteca di Repubblica",Roma,2002,8481304794,Italiano,"Narrativa, Autobiografia, Autobiografia",2023-05-25,Unico,440
"441M 23"," Tropico del Cancro","Miller Henry","La biblioteca di Repubblica",Roma,2002,8481304794,Italiano,"Narrativa, Autobiografia, Autobiografia, Autobiografia",2023-05-25,Unico,441
442WL23,"L'abate Nero","Wallace Edgar","Newton & Compton",Ariccia,2004,8854101087,Italiano,Giallo/Thriller,2023-05-25,Unico,442
443ML23,"Le battaglie fra greci e persiani","Minestrini Walter","Varesina Grafica",Azzate,1973,,Italiano,"Storico, Realistico",2023-05-25,Unico,443
444WF23,"Faccia da Turco","Wallraff Gunter","Tullio Pironti",Salerno,1986,,Italiano,Narrativa,2023-05-25,Unico,444
445WU23,"Un uomo tranquillo","Walsh Maurice","La biblioteca di Repubblica",Barcellona,2003,8497891449,Italiano,Giallo/Thriller,2023-05-25,Unico,445
446WC23,"Caspar Hauser","Wassermann Jakob",Rizzoli,,1961,,Italiano,Storico,2023-05-25,Unico,446
447WL23,"L'età dell'innocenza",Wharton,"Newton & Compton",Milano,1993,8879832565,Italiano,"Sentimentale/Rosa, Narrativa",2023-05-25,Unico,447
448WL23,"L'età dell'innocenza","Wharton Edith","La biblioteca di Repubblica",Barcellona,2003,8497890620,Italiano,"Narrativa, Sentimentale/Rosa",2023-05-25,Unico,448
449MC23,"Confessioni di una maschera","Mishima Yukio","La biblioteca di Repubblica",Roma,2003,8496142426,Italiano,Narrativa,2023-05-25,Unico,449
450WM23,"Madame de Treymes","Wharton Edith","La biblioteca di Repubblica",Ariccia,2011,,Italiano,Narrativa,2023-05-25,Unico,450
451MT23,"Tre metri sopra al cielo","Moccia Federico",Feltrinelli,Milano,2006,8807819341,Italiano,"Sentimentale/Rosa, Narrativa",2023-05-25,Unico,451
452WI23,"Il ritratto di Dorian Gray","Wilde Oscar",RCS,Torino,2002,,Italiano,"Filosofico, Horror",2023-05-25,Unico,452
453MP23,"Per questo ho vissuto","Modiano Sami",Rizzoli,Milano,2014,9788817071253,Italiano,"Realistico, Autobiografia",2023-05-25,Unico,453
454WT23,"The Canterville Ghost and Other Stories","Wilde Oscar","Oxford University Press",,1992,0195854004,Inglese,Horror,2023-05-25,Unico,454
455MM23,Millennio,"Montalbàn Manuel Vàzquez",Feltrinelli,Milano,2004,880770160X,Italiano,Narrativa,2023-05-25,1°,455
456WI23,"Il figlio della notte","Williamson Jack","libra editrice",Bologna,1980,,Italiano,Fantascienza,2023-05-25,Unico,456
457MI23,"Il centravanti è stato assassinato verso sera","Montalbàn Manuel Vàzquez","La biblioteca di Repubblica",Roma,2003,8496200663,Italiano,Narrativa,2023-05-25,Unico,457
458WP23,"Per gioco ma sul serio","Wilson Angus",Feltrinelli,Milano,1969,,Italiano,Narrativa,2023-05-25,Unico,458
459MI23,"Il mercante di lana","Montaldi Valeria","Piemme bestseller","Casale Monferrato",2008,9788838473425,Italiano,Storico,2023-05-25,Unico,459
460MO23,"Ossi di seppia","Montale Eugenio","Oscar mondadori",Milano,1991,8804343591,Italiano,"Raccolta di Poesia",2023-05-25,Unico,460
461WI23,"In carne e ossa","Wolf Christa","Edizioni E/O",Roma,2002,8876414878,Italiano,Narrativa,2023-05-25,Unico,461
462WU23,"Una stanza tutta per sé","Woolf Virginia","La biblioteca di Repubblica",Ariccia,2011,,Italiano,"Saggio, Narrativa",2023-05-25,Unico,462
463MP23,Poesie,"Montale Eugenio","Corriere della sera",Milano,2004,,Italiano,"Raccolta di Poesia",2023-05-25,Unico,463
464WG23,"Gita al Faro","Woolf Virginia","La biblioteca di Repubblica",Barcellona,2002,8481304840,Italiano,Narrativa,2023-05-25,Unico,464
465WG23,"Gita al Faro","Woolf Virginia","La biblioteca di Repubblica",Barcellona,2002,8481304840,Italiano,Narrativa,2023-05-25,Unico,465
466WG23,"Gita al Faro","Woolf Virginia","La biblioteca di Repubblica",Barcellona,2002,8481304840,Italiano,Narrativa,2023-05-25,Unico,466
467ML23,"L'Italia degli anni di fango","Montanelli Indro,Cervi Mario",Rizzoli,Milano,1993,,Italiano,Autobiografia,2023-05-25,Unico,467
468WO23,Orlando,"Woolf Virginia","Newton & Compton",Milano,1994,8879833006,,Storico,2023-05-25,Unico,468
469WU23,"Una stanza tutta per sé","Woolf Virginia","Orsa Maggiore Editrice",Torriana,1995,,Italiano,"Narrativa, Saggio",2023-05-25,Unico,469
470MM23,"Milano ventesimo secolo","Montanelli Indro,Cervi Mario",Rizzoli,Milano,1990,8817427276,Italiano,"Satira, Storico",2023-05-25,Unico,470
471MI23,"Il meglio di ""Controcorrente""","Montanelli Indro ","Fabbri editori",Milano,1995,,Italiano,Satira,2023-05-25,Unico,471
472MQ23,"Quando leggere è un piacere","Montefoschi Giorgio",Mondolibri,Milano,2000,,Italiano,"Satira, Narrativa",2023-05-25,Unico,472
"473M 23"," Eravamo giovani in Vietnam","Moore Hal,Galloway Joseph","Piemme editore","Casale Monferrato",2004,,Italiano,"Autobiografia, Storico",2023-05-25,Unico,473
474FC23,"Cose di cosa nostra","Falcone Giovanni ","Fabbri Editori",Milano,1991,,italiano,"Storico, Saggio",2023-05-25,Unico,474
"475M 23"," Aracoeli","Morante Elsa","Giulio Einaudi Editore",Torino,1982,8806054848,Italiano,Narrativa,2023-05-25,Unico,475
"476M 23"," Aracoeli","Morante Elsa","Giulio Einaudi Editore",Torino,1982,8806054848,Italiano,Narrativa,2023-05-25,Unico,476
"477M 23"," Aracoeli","Morante Elsa","Giulio Einaudi Editore",Torino,1982,8806054848,Italiano,Narrativa,2023-05-25,Unico,477
"478M 23"," Aracoeli","Morante Elsa","Giulio Einaudi Editore",Torino,1982,8806054848,Italiano,Narrativa,2023-05-25,Unico,478
"479M 23"," Aracoeli","Morante Elsa","Giulio Einaudi Editore",Torino,1982,8806054848,Italiano,Narrativa,2023-05-25,Unico,479
"480M 23"," Aracoeli","Morante Elsa","Giulio Einaudi Editore",Torino,1982,8806054848,Italiano,Narrativa,2023-05-25,Unico,480
481ML23,"La storia ","Morante Elsa","La biblioteca di Repubblica",Roma,2002,8481305340,Italiano,Narrativa,2023-05-25,Unico,481
482ML23,"La storia ","Morante Elsa","La biblioteca di Repubblica",Roma,2002,8481305340,Italiano,Narrativa,2023-05-25,Unico,482
483ML23,"La storia ","Morante Elsa","La biblioteca di Repubblica",Roma,2002,8481305340,Italiano,Narrativa,2023-05-25,Unico,483
484FC23,"Cose di cosa nostra","Falcone Giovanni ",supersaggi,Milano,1991,88-17-11601-7,italiano,"Saggio, Storico",2023-05-25,Unico,484
485FC23,"Cose di cosa nostra","Falcone Giovanni ",Rizzoli,Milano,1994,,italiano,"Realistico, Storico",2023-05-25,Unico,485
486ML23,"La storia ","Morante Elsa",Einaudi,Torino,1974,,Italiano,Narrativa,2023-05-25,Unico,486
487MM23,"Menzogna e sortilegio","Morante Elsa","Arnoldo Mondadori editore",Milano,1966,,Italiano,Narrativa,2023-05-25,1°,487
488MA23,Agostino,"Moravia Alberto",Bompiani,Milano,1993,8845206785,Italiano,Narrativa,2023-05-25,Unico,488
489MG23,"Gli indifferenti","Moravia Alberto","La biblioteca di Repubblica",Roma,2002,8481304832,Italiano,Narrativa,2023-05-25,Unico,489
490MG23,"Gli indifferenti","Moravia Alberto",Bompiani,,1993,8845206475,Italiano,Narrativa,2023-05-25,Unico,490
491ML23,"La noia","Moravia Alberto","Corriere della sera",Milano,2003,,Italiano,Narrativa,2023-05-25,Unico,491
492ML23,"L'odissea di due sorelle","Muhsen Zana,Crofts Andrew","Arnoldo Mondadori editore",Milano,1993,"‎ 8804367377",Italiano,"Realistico, Autobiografia",2023-05-25,Unico,492
"493M 23"," I turbamenti del giovane Torless","Musil Robert","La biblioteca di Repubblica",Roma,2002,8481305456,Italiano,Narrativa,2023-05-25,Unico,493
"494M 23"," I turbamenti del giovane Torless","Musil Robert","La biblioteca di Repubblica",Roma,2002,8481305456,Italiano,Narrativa,2023-05-25,Unico,494
495MI23,"Il giovane Torless ","Musil Robert","Newton Compton",Roma,1991,,Italiano,Narrativa,2023-05-25,Unico,495
496MT23,"Tre donne","Musil Robert","Giulio Einaudi Editore",Torino,1979,,Italiano,Narrativa,2023-05-25,Unico,496
497FC23,"Chiedi alla polvere","Fante John","La biblioteca di Repubblica",Roma,2003,88-93142-45-0,italiano,Narrativa,2023-06-01,Unico,497
498MK23,"Katanga pelli di fuoco",Musini,"Società editrice Emiliana",Varese,1961,,Italiano,"Realistico, Narrativa",2023-05-25,Unico,498
499MB23,"Benito Cereno Billy Budd","Melville Herman",Garzanti,Italia,1988,8811580560,Italiano,Narrativa,2023-05-25,Unico,499
500FS23,Soledad,"Fasanotti Pier Mario",Marietti,Genova,1988,8821162095,Italiano,Narrativa,2023-06-01,Unico,500
501FL23,"L'urlo e il furore","Faulkner William","La biblioteca di Repubblica",Roma,2002,8481305375,Italiano,"Realistico, Narrativa",2023-06-01,Unico,501
502FL23,"L'urlo e il furore","Faulkner William","La biblioteca di Repubblica",Roma,2002,8481305375,Italiano,"Realistico, Narrativa, Narrativa",2023-06-01,Unico,502
503FO23,"Oggi si vola","Faulkner William","Mondadori-De Agostini",Novara,1986,,Italiano,Narrativa,2023-06-01,Unico,503
504FA23,"Amici Ahrarara ","Fichi D'India",Mondadori,Milano,1999,88-04-49204-X,italiano,Commedia,2023-06-01,Unico,504
"505F 23"," Il partigiano Johnny","Fenoglio Beppe","La biblioteca di Repubblica",Roma,2003,8497890124,Italiano,Narrativa,2023-06-01,Unico,505
506FI23,"Il partigiano Johnny","Fenoglio Beppe","Mondadori-De Agostini",Novara,1986,,Italiano,Narrativa,2023-06-01,Unico,506
507FG23,"Gioacchino ","Fumagalli Carlo ","Varesina Grafica Editrice",Italia,1971,,italiano,Narrativa,2023-06-01,Unico,507
508FI23,"Il partigiano Johnny","Fenoglio Beppe",Einaudi,Torino,2022,9788806253097,Italiano,Narrativa,2023-06-01,Unico,508
509FC23,"Cambio di pelle","Fuentes Carlos",Feltrinelli,Milano,1967,,italiano,Narrativa,2023-06-01,Unico,509
510FL23,"L'amica geniale","Ferrante Elena","E/O Edizioni",Roma,2011,9788866320326,Italiano,Narrativa,2023-06-01,1°,510
511FL23,"La donna della domenica","Fruttero e Lucentini","La biblioteca di Repubblica",Roma,2003,84-96200-65-5,italiano,"Narrativa, Giallo/Thriller",2023-06-01,Unico,511
513FL23,"La donna della domenica","Fruttero e Lucentini","La biblioteca di Repubblica",Roma,2003,84-96200-65-5,italiano,"Narrativa, Giallo/Thriller, Giallo/Thriller",2023-06-01,Unico,513
514FN23,"Nietzsche e la volontà di potenza","Ferraris Maurizio","La biblioteca di Repubblica",Roma,2011,,Italiano,Filosofico,2023-06-01,Unico,514
515FL23,"La donna della domenica","Fruttero e Lucentini",Mondadori,Milano,1975,,italiano,"Narrativa, Giallo/Thriller",2023-06-01,Unico,515
516FL23,"La mala Italia","Ferrero Ernesto",Rizzoli,Milano,1973,,Italiano,"Realistico, Narrativa",2023-06-01,Unico,516
"517 P23","Psicanalisi della società contemporanea"," Fromm Erich ","Edizioni di Comunità",Milano,1981,,italiano,"Realistico, Divulgazione Scientifica",2023-06-01,Unico,517
518FN23,N.,"Ferrero Ernesto","Giulio Einaudi Editore",Torino,2000,,Italiano,Narrativa,2023-06-01,Unico,518
519FL23,"L'amore per la vita","Fromm Erich",Mondadori,Milano,1984,,italiano,"Narrativa, Divulgazione Scientifica",2023-06-01,Unico,519
"520F 23"," Il grande libro del piccolo Tashi","Fienberg Anna, Fienberg Barbara","Piemme editore",Milano,2007,9788838485084,Italiano,"Narrativa, Avventura",2023-06-01,Unico,520
"521F 23"," Il vizio oscuro dell'Occidente","Fini Massimo",Marsilio,Venezia,2004,8831781758,Italiano,"Realistico, Divulgazione Scientifica",2023-06-01,Unico,521
522FI23,"Il linguaggio Dimenticato","Fromm Erich","Fabbri Editori",Milano,1961,,italiano,"Divulgazione Scientifica",2023-06-01,Unico,522
523FA23,"Aristotele, Einstein e gli altri","Fischer Ernst Peter","Raffaello Cortina editore",Milano,1997,,Italiano,"Divulgazione Scientifica",2023-06-01,Unico,523
524FI23,"Il libro di sani gesualdi","Frassica Nino",Longanesi,Milano,1985,,italiano,Commedia,2023-06-01,Unico,524
525FM23,"Misericordia et miseria","Fisichella Rino","San Paolo",Milano,2016,9788892210561,Italiano,Realistico,2023-06-01,Unico,525
526FL23,"La filosofia prima dei greci","Frankfort H.A.",Einaudi,Torino,1963,,italiano,"Filosofico, Storico",2023-06-01,Unico,526
527FD23,Diario,"Frank Anna",Einaudi,Torino,1990,88-06-11755-6,italiano,"Storico, Saggio",2023-06-01,Unico,527
"528F 23"," Il grande Gatsby","Fitzgerald Francis Scott","La biblioteca di Repubblica",Roma,2002,8481304875,Italiano,"Tragedia, Narrativa",2023-06-01,Unico,528
"529F 23"," Il grande Gatsby","Fitzgerald Francis Scott","La biblioteca di Repubblica",Roma,2002,8481304875,Italiano,"Tragedia, Narrativa, Narrativa",2023-06-01,Unico,529
530FL23,"Lo Strangolatore di Boston","Frank Gerold",dall'Aglio,Milano,1975,,italiano,"Realistico, Giallo/Thriller",2023-06-01,Unico,530
531FT23,"Tales of crime and detection","Floulds David","Oxford University Press",London,1992,0-19-585399-7,inglese,Giallo/Thriller,2023-06-01,Unico,531
532FB23,"Belli e dannati","Fitzgerald Francis Scott","Oscar mondadori",Milano,1976,,Italiano,"Narrativa, Tragedia",2023-06-01,Unico,532
533FU23,"Una e una notte","Flaiano Ennio",Bompiani,Milano,1959,,Italiano,Narrativa,2023-06-01,Unico,533
534FU23,"Ultime lettere di Jacopo Ortis","Foscolo Ugo","Tascabili Bompiani",Milano,1998,,italiano,Narrativa,2023-06-01,Unico,534
535FM23,"Madame Bovary","Flaubert Gustave","Bruno Mondadori",Milano,2001,8842431079,Italiano,"Realistico, Narrativa",2023-06-01,Unico,535
536FC23,"Contro vento","Fogar Ambrogio",Rizzoli,Milano,2005,8817006645,Italiano,"Realistico, Autobiografia",2023-06-01,Unico,536
"537 I23","Il giorno dello sciacallo"," Forsyth Frederick","La biblioteca di Repubblica",Roma,2003,84-96200-63-9,italiano,"Storia Locale, Giallo/Thriller",2023-06-01,Unico,537
538FP23,"Piccolo mondo antico","Fogazzaro Antonio ","La spiga",Milano,1994,8871005155,Italiano,Narrativa,2023-06-01,Unico,538
539FP23,"Piccolo mondo antico","Fogazzaro Antonio ","Arnoldo Mondadori editore",Verona,1962,,Italiano,Narrativa,2023-06-01,Unico,539
540FI23,"Il forattone","Forattini Giorgio",Mondadori,Milano,1996,,italiano,Commedia,2023-06-01,Unico,540
541FT23,Tennis,"Fonzi Bruno",Einaudi,Torino,1973,,italiano,Narrativa,2023-06-01,Unico,541
542FE23,"Effi Briest","Fontane Theodor",Garzanti,Milano,1981,88-416-1925-2,italiano,Narrativa,2023-06-01,Unico,542
543FJ23,"Jenny Treibel","Fontane Theodor",Marietti,Genova,1987,88-211-6194-9,italiano,"Narrativa, Storico",2023-06-01,Unico,543
544FI23,"Il mistero degli studi Kellerman","Follett Ken","La biblioteca di Repubblica",Roma,2015,,italiano,Narrativa,2023-06-01,Unico,544
545ZI23,"Ipocrita 1943","Zavattini Cesare ",Bompiani,Milano,1955,,italiano,"Umoristico, Distopia",2023-06-01,Unico,545
546ZL23,"La notte della Repubblica","Zavoli Sergio ",Mondadori,Milano,1992,88-04-40190-7,italiano,Realistico,2023-06-01,Unico,546
547ZT23,"Tutto può cambiare ","Zhvalevskij Andrej ",Guinti,Milano,2015,,italiano,Commedia,2023-06-07,Unico,547
548ZL23,"L'rresistibile fascino del tempo","Zichichi Antonio",Mondolibri,Milano,2000,,italiano,"Divulgazione Scientifica",2023-06-01,Unico,548
